Source, Target
YKL205W,YLR335W
YKL205W,YJL041W
YFR002W,YKL057C
YFR002W,YLR335W
YFR002W,YDR192C
YFR002W,YMR047C
YFR002W,YKL068W
YFR002W,YER105C
YFR002W,YJL041W
YFR002W,YBL079W
YFR002W,YGL172W
YFR002W,YGR119C
YFR002W,YDL116W
YFR002W,YMR129W
YFR002W,YML103C
YFR002W,YER107C
YFR002W,YGL100W
YKL057C,YFR002W
YKL057C,YDR192C
YKL057C,YMR047C
YKL057C,YKL068W
YKL057C,YER105C
YKL057C,YGL092W
YKL057C,YBL079W
YKL057C,YOR098C
YKL057C,YKR082W
YKL057C,YGL172W
YKL057C,YLR208W
YKL057C,YGR119C
YKL057C,YDL116W
YKL057C,YJR042W
YKL057C,YML103C
YKL057C,YJL061W
YKL057C,YGL100W
YLR335W,YKL205W
YLR335W,YFR002W
YLR335W,YDR192C
YLR335W,YMR047C
YLR335W,YKL068W
YLR335W,YJL041W
YLR335W,YOR098C
YLR335W,YGL172W
YLR335W,YGR119C
YDR192C,YFR002W
YDR192C,YKL057C
YDR192C,YLR335W
YDR192C,YMR047C
YDR192C,YKL068W
YDR192C,YER105C
YDR192C,YGL092W
YDR192C,YJL041W
YDR192C,YBL079W
YDR192C,YKR082W
YDR192C,YGR119C
YDR192C,YDL116W
YDR192C,YIL115C
YDR192C,YJR042W
YDR192C,YMR129W
YDR192C,YML103C
YDR192C,YJL061W
YDR192C,YER107C
YMR047C,YFR002W
YMR047C,YKL057C
YMR047C,YLR335W
YMR047C,YDR192C
YMR047C,YDL155W
YMR047C,YKL068W
YMR047C,YER105C
YMR047C,YGL092W
YMR047C,YJL041W
YMR047C,YBL079W
YMR047C,YOR098C
YMR047C,YKR082W
YMR047C,YGL172W
YMR047C,YLR208W
YMR047C,YDL148C
YMR047C,YGR119C
YMR047C,YDL116W
YMR047C,YIL115C
YMR047C,YJR042W
YMR047C,YMR129W
YMR047C,YML103C
YMR047C,YJL061W
YMR047C,YER107C
YMR047C,YGL100W
YDL155W,YMR047C
YDL155W,YKL068W
YDL155W,YIL115C
YDL155W,YER107C
YKL068W,YFR002W
YKL068W,YKL057C
YKL068W,YLR335W
YKL068W,YDR192C
YKL068W,YMR047C
YKL068W,YDL155W
YKL068W,YER105C
YKL068W,YGL092W
YKL068W,YJL041W
YKL068W,YBL079W
YKL068W,YKR082W
YKL068W,YDL116W
YKL068W,YIL115C
YKL068W,YJR042W
YKL068W,YMR129W
YKL068W,YML103C
YKL068W,YJL061W
YEL024W,YER107C
YER105C,YFR002W
YER105C,YKL057C
YER105C,YDR192C
YER105C,YMR047C
YER105C,YKL068W
YER105C,YGL092W
YER105C,YOR098C
YER105C,YKR082W
YER105C,YPR080W
YER105C,YGL172W
YER105C,YLR208W
YER105C,YDL116W
