0	1372	1
0	1893	1
2	167	1
2	490	1
2	1471	1
2	1597	1
2	1925	1
2	1972	1
2	1992	1
2	2005	1
2	2014	1
2	2024	1
13	177	1
13	192	1
13	671	1
13	700	1
13	1985	1
15	16	1
15	31	1
15	446	1
15	483	1
15	510	1
15	618	1
15	660	1
15	661	1
15	694	1
15	790	1
15	897	1
15	1159	1
15	1629	1
16	31	1
16	96	1
16	209	1
16	421	1
16	483	1
16	567	1
16	618	1
16	660	1
16	694	1
16	728	1
16	755	1
16	789	1
16	790	1
16	808	1
16	994	1
16	1100	1
16	1159	1
16	1631	1
16	2037	1
17	352	1
17	421	1
17	808	1
18	441	1
18	473	1
18	550	1
18	781	1
18	917	1
18	1116	1
18	1954	1
28	147	1
28	1354	1
28	1411	1
28	1525	1
28	1554	1
28	1877	1
31	52	1
31	96	1
31	209	1
31	421	1
31	446	1
31	482	1
31	483	1
31	484	1
31	485	1
31	509	1
31	510	1
31	511	1
31	512	1
31	567	1
31	618	1
31	660	1
31	661	1
31	694	1
31	728	1
31	763	1
31	789	1
31	790	1
31	808	1
31	994	1
31	1100	1
31	1629	1
31	1631	1
31	2037	1
37	65	1
37	101	1
37	166	1
37	579	1
37	866	1
37	2043	1
42	752	1
42	1467	1
42	1554	1
42	2073	1
45	176	1
47	689	1
47	720	1
47	921	1
47	1947	1
52	446	1
52	482	1
52	483	1
52	484	1
52	485	1
52	509	1
52	510	1
52	579	1
52	660	1
52	661	1
52	694	1
52	728	1
52	763	1
52	1041	1
52	1100	1
52	1629	1
52	1631	1
56	66	1
56	101	1
56	269	1
56	282	1
56	335	1
56	438	1
56	441	1
56	487	1
56	550	1
56	921	1
56	973	1
56	1033	1
56	1143	1
56	1165	1
56	1487	1
56	1501	1
56	1637	1
56	2039	1
56	2062	1
56	2141	1
56	2144	1
57	818	1
57	856	1
57	888	1
57	1167	1
57	1885	1
57	2060	1
63	1125	1
63	1145	1
64	79	1
64	692	1
64	781	1
64	1116	1
64	1269	1
64	1738	1
64	1934	1
64	1954	1
65	166	1
65	579	1
66	101	1
66	235	1
66	269	1
66	282	1
66	327	1
66	438	1
66	441	1
66	487	1
66	897	1
66	921	1
66	973	1
66	1022	1
66	1143	1
66	1165	1
66	1487	1
66	1637	1
66	2141	1
66	2144	1
69	70	1
69	71	1
69	89	1
69	753	1
69	767	1
69	768	1
70	71	1
70	753	1
70	767	1
71	89	1
71	753	1
71	767	1
71	768	1
72	475	1
72	550	1
72	672	1
72	1112	1
72	2005	1
72	2062	1
77	191	1
77	975	1
77	1097	1
77	1160	1
77	1491	1
77	1553	1
77	2047	1
77	2107	1
78	83	1
78	111	1
78	690	1
78	894	1
78	954	1
78	1352	1
78	1818	1
79	692	1
79	781	1
79	1116	1
79	1622	1
79	1934	1
79	1954	1
79	2005	1
79	2062	1
83	315	1
83	504	1
83	550	1
83	579	1
83	721	1
83	894	1
83	954	1
83	1352	1
83	1690	1
83	1803	1
83	1818	1
89	767	1
94	98	1
94	103	1
94	202	1
94	228	1
94	263	1
94	804	1
94	1451	1
94	1543	1
94	1699	1
94	2113	1
96	483	1
96	660	1
96	694	1
96	790	1
96	1100	1
96	1159	1
96	1629	1
98	103	1
98	202	1
98	228	1
98	252	1
98	1125	1
98	1251	1
98	1699	1
99	1478	1
99	1520	1
99	1619	1
101	327	1
101	421	1
101	438	1
101	973	1
101	1033	1
101	1147	1
101	1165	1
101	1373	1
101	1637	1
101	1917	1
101	1969	1
101	2058	1
101	2141	1
103	228	1
103	252	1
103	263	1
103	492	1
103	804	1
103	806	1
103	1125	1
103	1251	1
103	1350	1
103	1451	1
103	1543	1
103	1630	1
103	1699	1
103	2033	1
103	2113	1
105	313	1
105	491	1
105	1034	1
105	1484	1
105	1594	1
106	111	1
106	112	1
106	204	1
106	936	1
111	690	1
112	204	1
115	1297	1
115	1332	1
115	1446	1
115	1605	1
115	1848	1
115	2067	1
117	211	1
117	1037	1
117	1125	1
117	1630	1
117	1828	1
117	2025	1
117	2033	1
125	743	1
125	782	1
125	1718	1
131	544	1
131	546	1
131	567	1
131	866	1
131	1037	1
131	1086	1
131	1184	1
131	1369	1
131	1444	1
131	1561	1
131	1869	1
131	2051	1
140	174	1
140	222	1
140	268	1
140	293	1
140	491	1
140	579	1
140	950	1
140	967	1
140	1034	1
140	1088	1
140	1484	1
140	1532	1
140	1688	1
140	1834	1
140	1935	1
140	1943	1
140	1965	1
140	2007	1
143	608	1
143	683	1
143	696	1
143	917	1
143	1816	1
143	1977	1
157	175	1
157	550	1
157	818	1
157	996	1
157	1736	1
157	2128	1
160	405	1
160	579	1
160	676	1
160	856	1
160	1006	1
160	1085	1
160	1134	1
160	1496	1
160	1648	1
160	1719	1
163	179	1
163	1424	1
163	1680	1
165	175	1
165	818	1
165	856	1
165	1041	1
166	866	1
167	1925	1
167	1972	1
167	1992	1
174	1034	1
174	1484	1
174	2007	1
175	185	1
175	371	1
175	996	1
175	1001	1
175	1490	1
175	1622	1
175	1736	1
175	1917	1
176	1526	1
176	1971	1
177	192	1
177	237	1
177	239	1
177	436	1
177	513	1
177	671	1
177	700	1
177	740	1
177	1182	1
177	1985	1
179	1424	1
179	1680	1
181	492	1
181	1115	1
181	1125	1
181	1127	1
181	1134	1
181	1140	1
181	1284	1
181	1775	1
181	1916	1
181	2012	1
181	2050	1
185	950	1
185	1034	1
185	1167	1
185	1208	1
185	1484	1
185	1622	1
185	1763	1
185	1830	1
188	421	1
188	771	1
188	781	1
188	935	1
188	1034	1
188	1064	1
188	1301	1
188	1336	1
188	1348	1
188	1377	1
188	1633	1
188	1752	1
188	1902	1
191	194	1
